latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.29174,124.9456,315.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²)
2021-07-05,27.7,22.3,1.40,14.64
2021-07-06,26.8,22.6,33.10,12.61
2021-07-07,27.9,23.3,6.90,16.77
2021-07-08,28.9,22.4,7.50,18.01
2021-07-09,25.9,22.1,11.60,6.69
2021-07-10,28.2,22.5,5.60,18.62
2021-07-11,28.8,22.5,3.40,19.97
2021-07-12,29.1,22.6,15.30,19.06
2021-07-13,26.2,22.6,4.00,11.15
2021-07-14,29.1,22.1,0.70,20.21
2021-07-15,28.4,22.0,8.90,20.49
2021-07-16,26.8,22.0,9.30,18.13
2021-07-17,27.6,22.4,2.00,14.14
2021-07-18,27.3,22.3,1.20,15.66
2021-07-19,28.2,22.0,2.70,18.95
2021-07-20,29.1,22.0,0.00,22.75
2021-07-21,29.6,23.1,0.20,24.33
2021-07-22,30.1,22.6,0.40,23.09
2021-07-23,30.8,22.0,0.10,23.38
2021-07-24,29.4,22.3,1.50,23.16
2021-07-25,30.6,22.0,0.30,24.31
2021-07-26,29.3,22.2,0.50,21.31
2021-07-27,29.7,22.5,1.90,22.47
2021-07-28,29.4,22.6,5.30,21.95
2021-07-29,29.1,22.4,0.40,21.71
2021-07-30,28.9,23.1,0.90,22.51
2021-07-31,28.7,23.6,6.00,20.35
2021-08-01,29.3,22.2,0.70,21.40
2021-08-02,28.3,22.5,3.00,17.19
2021-08-03,28.7,22.3,6.60,18.18
2021-08-04,29.2,22.1,0.10,22.50
2021-08-05,29.3,23.0,0.30,19.56
2021-08-06,28.2,22.2,0.70,19.88
2021-08-07,29.3,22.2,33.50,20.25
2021-08-08,25.0,22.0,7.20,7.25
2021-08-09,28.1,21.7,0.10,18.53
2021-08-10,29.5,22.3,0.50,22.11
2021-08-11,30.3,22.4,1.60,23.19
2021-08-12,29.7,22.8,1.60,21.90
2021-08-13,27.5,22.4,6.60,14.43
2021-08-14,29.0,22.2,1.10,17.54
2021-08-15,29.5,23.1,0.40,19.66
2021-08-16,28.8,22.4,5.60,18.77
2021-08-17,29.6,22.6,3.00,20.73
2021-08-18,30.0,22.1,1.60,22.75
2021-08-19,29.7,22.5,2.00,21.63
2021-08-20,28.0,22.0,6.00,17.52
2021-08-21,27.8,22.0,1.90,14.08
2021-08-22,28.5,21.7,1.40,18.53
2021-08-23,29.5,21.3,3.80,21.65
2021-08-24,28.2,22.8,2.40,20.75
2021-08-25,27.7,22.4,12.40,14.66
2021-08-26,26.5,21.9,5.70,13.93
2021-08-27,29.6,21.8,3.00,19.50
2021-08-28,28.9,21.9,0.90,15.84
2021-08-29,29.2,22.2,1.70,20.07
2021-08-30,27.8,24.0,3.20,15.63
2021-08-31,29.2,22.3,3.20,20.68
2021-09-01,30.0,22.2,0.70,20.65
2021-09-02,30.1,21.9,1.10,21.54
2021-09-03,30.4,22.4,2.80,21.36
2021-09-04,29.0,22.0,25.20,20.04
2021-09-05,27.2,22.6,10.90,17.54
2021-09-06,26.3,21.5,3.30,9.46
2021-09-07,28.6,22.2,12.90,21.07
2021-09-08,28.3,22.4,18.10,17.52
2021-09-09,27.1,22.6,4.20,17.59
2021-09-10,27.6,23.8,0.60,12.08
2021-09-11,29.4,23.6,11.20,20.21
2021-09-12,27.2,23.0,3.70,8.78
2021-09-13,28.7,23.0,0.60,16.06
2021-09-14,27.7,23.6,4.10,13.02
2021-09-15,28.5,23.0,23.10,21.70
2021-09-16,27.5,22.5,38.90,12.70
2021-09-17,27.0,23.0,0.80,15.62
2021-09-18,28.8,22.7,3.30,19.77
2021-09-19,28.2,22.1,23.70,16.96
2021-09-20,26.7,22.8,7.00,14.71
2021-09-21,28.9,21.9,1.90,18.80
2021-09-22,27.5,22.3,1.40,16.82
2021-09-23,28.6,23.3,20.10,22.21
2021-09-24,28.7,23.0,15.60,22.41
2021-09-25,26.2,22.1,10.80,9.39
2021-09-26,28.4,24.1,4.10,21.57
2021-09-27,29.2,23.2,2.40,22.99
2021-09-28,28.4,24.0,1.90,21.29
2021-09-29,29.6,23.4,1.40,22.37
2021-09-30,30.7,22.7,2.20,22.76
2021-10-01,28.8,22.5,18.80,21.16
2021-10-02,28.6,22.5,16.00,19.78
2021-10-03,26.9,22.6,3.60,16.35
2021-10-04,26.9,22.2,15.90,10.81
2021-10-05,28.2,21.8,1.80,17.00
2021-10-06,28.1,23.0,0.40,18.77
2021-10-07,29.0,23.0,0.10,22.15
2021-10-08,27.4,23.0,3.70,15.79
2021-10-09,26.4,22.2,2.60,11.23
2021-10-10,26.2,22.1,11.30,9.28
2021-10-11,29.1,22.7,12.70,19.76
2021-10-12,29.7,22.4,3.10,22.07
2021-10-13,28.4,24.2,0.20,20.39
2021-10-14,29.6,21.7,0.50,24.16
2021-10-15,27.7,22.9,1.20,17.41
2021-10-16,28.5,24.3,2.90,19.95
2021-10-17,29.7,22.0,0.90,20.33
2021-10-18,30.4,22.5,1.70,22.20
2021-10-19,29.4,22.2,13.50,17.74
2021-10-20,28.5,21.1,3.30,16.19
2021-10-21,27.6,23.1,5.30,18.32
2021-10-22,28.9,22.0,27.20,19.86
2021-10-23,27.7,22.7,22.40,18.44
2021-10-24,28.7,22.2,0.90,21.18
2021-10-25,29.4,22.6,20.50,20.47
2021-10-26,28.6,22.5,17.90,18.27
2021-10-27,29.7,21.7,1.50,20.97
2021-10-28,30.3,22.9,0.30,22.93
2021-10-29,29.3,22.6,7.30,20.17
2021-10-30,29.8,23.7,0.70,23.01
2021-10-31,28.4,21.9,4.30,17.65
2021-11-01,28.9,23.0,6.80,19.97
2021-11-02,28.5,22.3,4.20,16.52
2021-11-03,29.1,21.4,1.00,18.43
2021-11-04,29.2,22.7,6.00,18.45
2021-11-05,29.9,22.3,1.80,21.00
2021-11-06,28.0,22.6,21.90,21.77
2021-11-07,29.2,22.7,5.40,18.49
2021-11-08,30.0,22.2,12.40,20.60
2021-11-09,27.8,22.2,12.00,13.46
2021-11-10,29.0,23.2,11.80,16.16
2021-11-11,28.9,22.5,6.80,16.32
2021-11-12,27.8,21.2,16.90,14.17
2021-11-13,28.3,22.3,24.80,17.06
2021-11-14,27.2,21.8,18.60,17.13
2021-11-15,27.2,22.7,17.20,15.40
2021-11-16,27.7,22.4,5.00,13.78
2021-11-17,27.5,21.7,12.10,18.24
2021-11-18,27.7,21.9,0.90,19.18
2021-11-19,28.6,23.5,6.00,19.99
2021-11-20,29.4,21.6,5.70,18.58
2021-11-21,29.1,21.9,5.30,17.06
2021-11-22,27.2,22.9,7.70,12.14
2021-11-23,28.2,22.3,0.60,13.35
2021-11-24,29.4,22.6,5.00,17.33
2021-11-25,25.9,22.3,4.90,8.67
2021-11-26,27.9,23.4,5.10,14.50
2021-11-27,27.8,21.6,32.20,16.49
2021-11-28,28.0,22.3,4.50,16.43
2021-11-29,28.0,21.4,17.10,14.02
2021-11-30,27.5,21.9,4.20,16.41
2021-12-01,28.3,23.2,4.70,17.31
2021-12-02,27.4,22.1,10.40,15.10
2021-12-03,25.9,21.9,22.70,9.60
2021-12-04,28.1,21.7,0.50,19.03
2021-12-05,28.0,22.4,0.70,21.01
2021-12-06,27.7,23.5,0.00,19.34
2021-12-07,27.1,23.1,1.20,8.56
2021-12-08,28.4,23.0,0.90,18.95
2021-12-09,29.2,22.8,0.50,20.88
2021-12-10,28.5,21.6,17.60,14.14
2021-12-11,29.5,22.7,3.10,18.59
2021-12-12,28.4,22.3,8.30,19.20
2021-12-13,29.4,23.8,1.20,20.39
2021-12-14,27.9,21.4,19.80,12.78
2021-12-15,28.3,22.6,0.50,19.90
2021-12-16,26.0,22.6,4.60,5.66
2021-12-17,28.7,23.3,4.40,18.98
2021-12-18,29.0,22.7,1.80,20.95
2021-12-19,28.5,22.8,4.60,19.19
2021-12-20,28.9,22.0,15.60,21.47
2021-12-21,24.0,21.8,11.30,5.57
2021-12-22,25.2,22.6,8.40,5.67
2021-12-23,28.0,21.5,1.70,18.13
2021-12-24,28.3,21.6,11.10,17.10
2021-12-25,27.9,21.8,19.70,18.70
2021-12-26,27.8,23.5,5.20,17.93
2021-12-27,27.9,21.4,22.60,16.44
2021-12-28,27.5,22.0,3.60,17.22
2021-12-29,27.9,21.5,17.70,15.03
2021-12-30,28.6,22.1,2.40,18.96
2021-12-31,26.4,20.8,18.20,10.85
2022-01-01,28.4,22.3,0.10,14.83
2022-01-02,26.7,21.0,1.30,9.20
2022-01-03,29.0,21.7,0.50,19.19
2022-01-04,27.5,22.9,5.70,17.60
2022-01-05,28.0,22.5,14.00,18.42
2022-01-06,27.5,21.5,9.20,19.72
2022-01-07,28.6,22.2,2.60,21.08
2022-01-08,28.5,21.7,12.40,20.16
2022-01-09,28.8,22.4,1.00,20.83
2022-01-10,28.5,22.2,1.30,18.06
2022-01-11,28.5,21.3,0.80,19.55
2022-01-12,29.0,21.4,1.90,22.21
2022-01-13,28.0,21.9,36.40,18.02
2022-01-14,25.6,21.4,2.90,11.38
2022-01-15,25.6,21.2,14.40,13.45
2022-01-16,25.7,21.3,19.60,12.03
2022-01-17,25.7,20.6,3.50,10.72
2022-01-18,28.3,21.3,2.50,20.56
2022-01-19,28.4,21.2,1.30,19.70
2022-01-20,28.2,21.9,20.50,19.87
2022-01-21,28.5,20.5,6.00,21.40
2022-01-22,27.4,22.4,6.20,21.38
2022-01-23,26.8,22.1,16.90,16.74
2022-01-24,26.6,21.8,5.20,12.60
2022-01-25,26.6,22.2,5.20,13.61
2022-01-26,28.1,21.9,2.20,19.43
2022-01-27,28.5,21.0,6.30,18.21
2022-01-28,28.0,20.7,3.80,17.51
2022-01-29,28.2,21.6,0.70,21.70
2022-01-30,28.2,21.2,4.40,21.60
2022-01-31,28.0,23.0,5.30,19.58
2022-02-01,28.3,21.5,1.90,19.39
2022-02-02,28.4,21.6,1.50,18.35
2022-02-03,24.9,21.7,4.50,9.43
2022-02-04,24.5,21.7,30.70,5.32
2022-02-05,29.1,20.8,1.00,22.45
2022-02-06,29.7,21.1,0.20,22.99
2022-02-07,29.6,22.4,0.70,23.42
2022-02-08,28.9,21.8,2.60,20.36
2022-02-09,29.2,22.4,4.50,20.91
2022-02-10,28.3,22.1,6.90,16.90
2022-02-11,29.5,22.1,3.00,21.22
2022-02-12,29.1,20.9,0.60,20.29
2022-02-13,27.2,21.7,2.10,16.46
2022-02-14,29.2,21.3,1.20,23.06
2022-02-15,28.2,20.6,44.40,17.91
2022-02-16,28.0,21.2,2.00,22.94
2022-02-17,27.8,20.6,2.30,21.39
2022-02-18,27.4,22.5,5.70,18.61
2022-02-19,25.8,22.6,23.40,4.62
2022-02-20,25.0,20.2,15.50,6.63
2022-02-21,27.3,21.8,1.80,12.18
2022-02-22,27.7,20.6,1.70,15.84
2022-02-23,28.2,21.3,0.50,17.54
2022-02-24,27.4,21.5,6.70,19.04
2022-02-25,24.4,21.6,6.10,6.17
2022-02-26,28.3,21.3,6.40,22.67
2022-02-27,28.0,21.9,13.70,19.50
2022-02-28,29.0,21.4,20.10,21.01
2022-03-01,28.3,21.9,2.00,19.13
2022-03-02,28.6,21.9,7.50,20.52
2022-03-03,29.0,22.5,3.60,21.61
2022-03-04,29.5,21.5,2.40,23.97
2022-03-05,28.4,21.8,7.30,22.02
2022-03-06,26.5,22.6,11.20,17.80
2022-03-07,27.5,22.0,29.60,13.95
2022-03-08,27.4,22.5,7.10,14.99
2022-03-09,28.0,21.7,7.60,15.92
2022-03-10,27.3,21.5,13.70,17.90
2022-03-11,30.0,22.0,9.70,21.99
2022-03-12,29.4,22.8,14.90,19.96
2022-03-13,28.5,22.0,18.90,19.89
2022-03-14,28.2,21.2,4.80,17.60
2022-03-15,28.8,23.9,5.20,17.97
2022-03-16,29.2,22.5,5.60,18.35
2022-03-17,27.5,22.2,13.60,13.77
2022-03-18,29.2,22.0,0.70,17.51
2022-03-19,28.8,21.9,5.40,20.08
2022-03-20,28.9,22.4,10.20,17.54
2022-03-21,28.3,22.8,10.60,14.84
2022-03-22,28.0,21.4,13.50,20.43
2022-03-23,30.1,21.2,1.00,23.79
2022-03-24,27.0,22.7,11.70,20.03
2022-03-25,29.2,21.6,0.70,19.63
2022-03-26,26.5,21.7,28.30,13.13
2022-03-27,26.1,22.0,53.70,12.54
2022-03-28,27.7,22.9,7.50,18.43
2022-03-29,29.8,21.4,12.50,22.92
2022-03-30,28.5,21.8,1.50,24.23
2022-03-31,28.2,22.3,6.90,23.35
2022-04-01,27.7,21.8,16.40,19.11
2022-04-02,28.1,22.2,51.90,17.24
2022-04-03,27.4,22.2,17.00,14.90
2022-04-04,27.8,22.1,27.40,16.41
2022-04-05,27.1,22.6,17.10,14.76
2022-04-06,26.4,21.7,10.70,14.21
2022-04-07,26.1,21.4,19.10,13.73
2022-04-08,28.1,22.0,5.30,22.10
2022-04-09,27.5,22.0,20.10,20.33
2022-04-10,26.5,21.8,20.40,15.68
2022-04-11,27.7,20.9,10.30,21.19
2022-04-12,29.1,21.3,0.50,24.09
2022-04-13,28.4,22.0,2.40,24.35
2022-04-14,29.3,22.8,0.10,25.10
2022-04-15,28.5,23.5,0.30,25.26
2022-04-16,29.7,21.8,0.10,24.46
2022-04-17,28.1,22.7,1.00,18.76
2022-04-18,28.4,23.1,22.00,18.39
2022-04-19,28.6,22.4,3.40,17.01
2022-04-20,29.1,22.6,4.20,19.95
2022-04-21,28.3,22.5,26.30,18.48
2022-04-22,27.7,22.6,9.20,15.10
2022-04-23,27.0,23.5,6.20,13.46
2022-04-24,28.1,23.4,36.80,17.33
2022-04-25,29.8,22.7,12.20,21.87
2022-04-26,26.7,22.6,32.70,13.78
2022-04-27,28.0,22.2,10.70,16.62
2022-04-28,28.5,22.9,4.60,14.89
2022-04-29,29.0,22.4,43.10,18.21
2022-04-30,27.6,23.1,5.90,17.71
2022-05-01,27.0,22.9,25.90,13.95
2022-05-02,26.9,22.3,15.70,13.02
2022-05-03,27.1,22.4,22.70,15.21
2022-05-04,29.2,23.1,9.30,18.18
2022-05-05,28.5,23.1,5.20,16.89
2022-05-06,29.7,22.9,2.00,21.40
2022-05-07,30.1,23.6,1.70,21.37
2022-05-08,29.5,23.6,12.80,16.10
2022-05-09,26.5,22.6,6.90,7.87
2022-05-10,28.5,22.3,14.60,15.28
2022-05-11,27.7,23.6,18.30,14.71
2022-05-12,29.5,22.3,7.50,19.21
2022-05-13,28.3,22.2,10.80,14.13
2022-05-14,27.2,22.7,14.50,13.59
2022-05-15,28.3,23.6,16.60,11.85
2022-05-16,29.0,23.3,6.80,20.02
2022-05-17,28.6,21.7,4.00,17.46
2022-05-18,28.3,22.1,2.30,19.13
2022-05-19,29.0,22.2,7.70,17.66
2022-05-20,30.0,22.3,2.90,21.95
2022-05-21,28.4,22.6,1.20,15.29
2022-05-22,27.1,22.7,20.80,14.21
2022-05-23,28.3,22.2,4.80,17.26
2022-05-24,28.0,22.5,12.60,16.55
2022-05-25,27.9,22.4,3.40,12.35
2022-05-26,27.0,22.0,12.90,11.11
2022-05-27,28.2,21.7,8.20,19.16
2022-05-28,26.7,22.6,0.20,10.16
2022-05-29,29.2,21.8,21.80,21.23
2022-05-30,26.9,22.4,3.40,17.16
2022-05-31,28.1,22.6,0.00,19.92
2022-06-01,29.8,21.9,4.50,22.10
2022-06-02,29.8,21.9,0.90,23.31
2022-06-03,29.3,21.3,11.80,22.63
2022-06-04,28.2,22.6,3.40,19.89
2022-06-05,27.7,21.7,7.20,15.52
2022-06-06,29.0,21.4,0.50,20.43
2022-06-07,29.2,21.6,0.50,20.09
2022-06-08,27.2,22.6,11.20,17.11
2022-06-09,29.8,22.2,0.60,20.69
2022-06-10,29.5,21.7,0.50,22.64
2022-06-11,28.5,21.7,1.90,22.89
2022-06-12,28.8,22.2,6.30,21.43
2022-06-13,27.6,21.6,5.30,16.12
2022-06-14,28.4,22.3,0.90,19.51
2022-06-15,30.4,22.8,0.00,24.13
2022-06-16,28.4,23.2,3.50,18.81
2022-06-17,28.4,21.6,6.10,19.92
2022-06-18,28.6,22.4,3.70,18.11
2022-06-19,27.3,22.1,15.40,19.15
2022-06-20,27.1,21.6,1.10,16.20
2022-06-21,26.9,20.8,6.30,14.90
2022-06-22,27.3,22.5,5.90,15.75
2022-06-23,30.0,21.7,1.20,23.17
2022-06-24,29.5,20.7,2.70,23.14
2022-06-25,27.3,22.2,17.80,15.65
2022-06-26,26.5,22.7,14.80,13.22
2022-06-27,28.2,22.2,8.80,18.15
2022-06-28,27.7,21.9,8.40,15.53
2022-06-29,28.1,22.3,8.50,17.24
2022-06-30,29.5,22.1,0.40,23.06
2022-07-01,29.5,21.9,2.60,21.40
2022-07-02,27.3,21.9,10.10,14.10
2022-07-03,29.5,23.0,6.60,20.64
2022-07-04,28.3,22.6,19.20,16.80
2022-07-05,27.8,22.1,11.90,15.13
2022-07-06,28.4,22.2,0.20,22.22
2022-07-07,27.7,21.8,18.90,18.36
2022-07-08,26.9,22.0,12.90,14.18
2022-07-09,26.4,22.0,3.00,13.36
2022-07-10,27.4,22.8,4.70,18.27
2022-07-11,28.2,23.2,2.90,18.06
2022-07-12,28.5,22.1,3.60,18.21
2022-07-13,27.5,22.4,2.90,19.79
2022-07-14,27.7,22.1,6.60,15.03
2022-07-15,27.2,22.2,8.20,16.51
2022-07-16,27.7,22.5,14.30,16.49
2022-07-17,27.2,22.0,2.90,18.20
2022-07-18,26.3,21.7,1.70,12.44
2022-07-19,28.5,22.0,17.90,20.89
2022-07-20,28.6,23.4,6.60,19.12
2022-07-21,28.4,22.0,11.60,18.30
2022-07-22,29.3,21.7,3.70,20.92
2022-07-23,27.6,22.3,11.60,18.39
2022-07-24,27.5,21.8,11.60,18.40
2022-07-25,28.0,21.2,1.60,18.59
2022-07-26,28.9,22.0,4.60,20.54
2022-07-27,28.3,22.2,1.80,18.46
2022-07-28,27.8,21.9,2.70,20.09
2022-07-29,28.8,22.2,2.40,19.04
2022-07-30,27.7,21.7,4.20,18.14
2022-07-31,27.8,21.6,4.70,13.66
2022-08-01,28.8,22.3,2.30,19.80
2022-08-02,26.7,23.5,15.20,14.86
2022-08-03,28.9,21.5,3.20,20.61
2022-08-04,28.8,22.1,2.30,21.07
2022-08-05,27.2,21.9,8.70,14.87
2022-08-06,28.9,21.4,3.20,20.13
2022-08-07,26.4,21.5,7.80,13.89
2022-08-08,26.6,21.9,12.20,11.63
2022-08-09,29.0,21.8,0.50,17.00
2022-08-10,27.2,23.7,0.40,14.95
2022-08-11,28.7,21.5,4.60,21.40
2022-08-12,27.8,22.2,0.80,19.86
2022-08-13,27.3,22.3,1.60,15.11
2022-08-14,27.4,21.9,12.20,16.07
2022-08-15,26.6,22.6,3.90,14.45
2022-08-16,28.4,22.4,1.00,19.39
2022-08-17,28.8,22.2,14.80,20.29
2022-08-18,25.6,21.3,11.50,8.51
2022-08-19,27.2,22.2,6.00,19.99
2022-08-20,29.5,20.9,1.00,22.87
2022-08-21,27.9,21.8,2.80,20.40
2022-08-22,28.4,21.5,2.40,17.23
2022-08-23,27.6,21.4,6.30,16.06
2022-08-24,28.7,21.9,4.60,19.22
2022-08-25,29.6,21.7,2.10,21.82
2022-08-26,29.3,22.5,1.40,22.28
2022-08-27,29.9,21.8,0.00,24.96
2022-08-28,30.3,22.8,0.00,25.41
2022-08-29,28.4,22.4,6.90,18.93
2022-08-30,28.5,22.7,3.90,20.23
2022-08-31,28.7,21.4,3.50,22.09
2022-09-01,28.6,22.2,6.70,22.23
2022-09-02,30.0,21.8,0.10,23.34
2022-09-03,29.6,22.0,2.10,21.83
2022-09-04,27.8,22.6,6.60,15.94
2022-09-05,27.4,22.2,3.10,13.87
2022-09-06,26.1,21.8,53.50,8.87
2022-09-07,28.4,24.0,1.10,20.53
2022-09-08,29.3,21.2,5.40,20.48
2022-09-09,29.7,22.8,0.00,24.30
2022-09-10,29.7,20.2,0.00,24.96
2022-09-11,29.9,21.8,0.30,25.30
2022-09-12,28.5,21.7,3.30,21.56
2022-09-13,29.1,20.9,13.10,21.78
2022-09-14,28.9,22.3,10.30,21.26
2022-09-15,27.0,21.7,21.90,16.61
2022-09-16,27.5,22.6,3.60,19.09
2022-09-17,29.4,21.9,0.90,21.87
2022-09-18,30.1,22.8,0.20,23.33
2022-09-19,29.9,23.7,0.00,22.98
2022-09-20,30.2,22.7,0.60,22.77
2022-09-21,28.8,22.0,0.50,20.52
2022-09-22,28.2,21.9,0.60,19.80
2022-09-23,28.3,21.3,1.30,19.82
2022-09-24,28.7,22.4,8.00,20.47
2022-09-25,28.2,21.8,20.80,18.29
2022-09-26,27.9,22.0,0.30,15.83
2022-09-27,28.8,22.7,0.20,22.90
2022-09-28,27.9,23.3,2.40,12.48
2022-09-29,29.4,23.6,3.20,19.84
2022-09-30,30.1,22.8,1.80,22.46
2022-10-01,28.1,22.1,3.00,17.44
2022-10-02,29.5,21.4,2.20,19.69
2022-10-03,29.4,23.2,0.70,20.08
2022-10-04,28.3,22.5,7.00,17.67
2022-10-05,28.4,23.3,16.40,16.37
2022-10-06,29.4,20.9,1.80,20.74
2022-10-07,29.4,22.8,4.00,22.40
2022-10-08,29.0,22.2,5.10,18.04
2022-10-09,28.6,21.8,0.60,17.92
2022-10-10,28.6,21.2,4.30,21.98
2022-10-11,28.6,20.9,7.50,22.89
2022-10-12,27.9,21.4,3.10,19.07
2022-10-13,29.4,21.5,0.70,22.34
2022-10-14,29.1,21.7,6.70,19.96
2022-10-15,28.4,22.0,0.40,19.98
2022-10-16,28.4,22.5,0.60,19.31
2022-10-17,27.9,22.3,6.60,18.55
2022-10-18,27.8,23.2,3.30,16.64
2022-10-19,28.3,23.3,2.80,15.64
2022-10-20,28.2,23.7,2.90,15.00
2022-10-21,29.5,22.1,4.80,17.42
2022-10-22,27.8,22.3,33.90,16.32
2022-10-23,27.6,22.3,9.20,18.21
2022-10-24,28.0,22.0,8.30,18.81
2022-10-25,27.9,21.8,9.80,14.69
2022-10-26,28.0,22.1,14.30,16.15
2022-10-27,27.8,22.2,11.20,16.51
2022-10-28,26.1,22.6,25.90,7.16
2022-10-29,28.0,21.9,12.60,17.49
2022-10-30,30.3,22.2,0.10,23.49
2022-10-31,29.9,23.7,0.10,23.14
2022-11-01,29.3,21.9,2.10,21.08
2022-11-02,28.0,22.6,3.80,17.33
2022-11-03,26.7,22.8,1.40,11.30
2022-11-04,29.5,22.4,3.80,18.21
2022-11-05,27.7,21.9,18.90,17.20
2022-11-06,27.2,23.4,14.10,16.43
2022-11-07,28.4,22.1,30.20,17.52
2022-11-08,27.9,22.0,8.10,15.89
2022-11-09,27.9,21.5,19.30,17.22
2022-11-10,28.1,22.7,4.70,17.37
2022-11-11,28.3,23.0,4.90,16.75
2022-11-12,28.6,22.4,3.40,16.03
2022-11-13,29.1,21.9,3.90,18.73
2022-11-14,29.3,22.2,1.00,17.95
2022-11-15,28.0,22.2,26.10,16.12
2022-11-16,28.2,22.5,22.90,18.40
2022-11-17,26.2,22.1,17.40,7.31
2022-11-18,26.7,23.0,13.90,11.23
2022-11-19,27.3,22.5,1.20,13.86
2022-11-20,27.0,23.1,1.40,7.87
2022-11-21,29.2,22.0,3.00,19.58
2022-11-22,28.4,21.8,3.30,16.41
2022-11-23,27.3,22.4,13.20,16.27
2022-11-24,28.8,22.8,1.50,17.79
2022-11-25,28.6,21.6,10.30,17.59
2022-11-26,28.6,21.8,14.80,18.50
2022-11-27,28.7,22.1,4.00,21.12
2022-11-28,28.5,22.6,20.40,19.20
2022-11-29,28.9,22.5,1.60,18.55
2022-11-30,27.2,21.8,29.00,13.67
2022-12-01,28.0,21.5,5.90,14.74
2022-12-02,28.2,22.7,2.20,15.76
2022-12-03,29.8,22.5,0.10,21.89
2022-12-04,26.8,21.5,27.30,12.96
2022-12-05,27.5,22.1,11.20,13.99
2022-12-06,28.0,20.8,4.30,13.08
2022-12-07,28.0,21.3,24.40,19.58
2022-12-08,28.0,22.0,0.70,15.61
2022-12-09,26.6,21.0,13.70,13.43
2022-12-10,28.9,21.7,1.40,20.28
2022-12-11,27.1,21.7,1.60,20.22
2022-12-12,28.2,23.1,1.00,18.36
2022-12-13,27.9,22.6,19.30,15.74
2022-12-14,28.2,21.6,8.60,15.99
2022-12-15,26.7,22.2,4.30,9.50
2022-12-16,28.6,22.6,0.00,14.11
2022-12-17,28.7,22.2,1.00,20.72
2022-12-18,27.2,21.8,9.50,15.33
2022-12-19,25.3,21.8,3.00,7.77
2022-12-20,27.2,22.4,1.50,15.22
2022-12-21,27.2,21.4,5.80,16.78
2022-12-22,27.4,23.0,2.70,19.29
2022-12-23,28.7,21.6,14.00,19.13
2022-12-24,27.0,21.8,15.50,16.13
2022-12-25,27.5,22.1,10.50,12.81
2022-12-26,26.4,21.9,3.00,12.51
2022-12-27,27.2,22.7,13.30,15.76
2022-12-28,27.8,22.9,3.90,17.43
2022-12-29,27.9,21.9,3.00,18.04
2022-12-30,28.2,21.1,1.60,18.26
2022-12-31,27.7,20.8,5.10,18.24
2023-01-01,27.8,21.8,9.40,16.74
2023-01-02,27.9,22.0,16.10,11.27
2023-01-03,28.7,21.9,9.80,16.73
2023-01-04,27.4,22.1,1.10,13.04
2023-01-05,28.1,20.9,12.90,14.81
2023-01-06,27.8,22.4,15.50,18.64
2023-01-07,25.3,21.8,5.10,7.55
2023-01-08,25.1,22.3,5.40,9.71
2023-01-09,26.6,21.3,7.40,15.08
2023-01-10,27.3,21.7,7.10,14.36
2023-01-11,24.8,21.5,12.80,9.85
2023-01-12,26.8,22.0,25.10,17.00
2023-01-13,27.5,22.3,9.30,15.21
2023-01-14,26.4,21.8,13.20,11.03
2023-01-15,27.2,21.9,2.70,16.30
2023-01-16,27.7,21.6,3.30,17.31
2023-01-17,28.2,21.5,2.30,18.71
2023-01-18,27.3,21.5,33.60,16.39
2023-01-19,28.7,20.9,2.30,20.06
2023-01-20,28.1,22.2,3.70,17.77
2023-01-21,26.1,22.0,11.50,10.33
2023-01-22,25.2,21.7,6.00,9.87
2023-01-23,26.5,22.5,15.20,9.73
2023-01-24,26.9,21.4,4.70,13.21
2023-01-25,26.1,20.7,2.50,12.01
2023-01-26,27.3,22.3,2.00,17.26
2023-01-27,28.9,21.1,6.80,18.94
2023-01-28,28.4,21.9,3.20,19.12
2023-01-29,26.9,22.2,24.00,14.64
2023-01-30,27.2,21.7,9.10,14.56
2023-01-31,28.7,21.1,2.00,20.43
2023-02-01,27.9,21.4,5.30,21.54
2023-02-02,28.7,21.9,1.20,20.21
2023-02-03,28.6,21.3,1.50,21.59
2023-02-04,26.8,21.8,16.50,18.81
2023-02-05,28.5,20.6,1.10,23.15
2023-02-06,29.3,22.5,0.40,22.21
2023-02-07,27.6,21.3,16.40,18.48
2023-02-08,27.8,21.0,1.70,17.50
2023-02-09,27.9,21.6,6.50,20.68
2023-02-10,26.9,22.3,13.00,19.25
2023-02-11,28.2,21.4,2.70,22.45
2023-02-12,27.9,22.7,20.70,20.94
2023-02-13,25.7,21.7,6.80,12.77
2023-02-14,24.0,20.7,24.80,7.31
2023-02-15,25.7,22.6,8.70,9.57
2023-02-16,28.6,20.7,6.10,21.02
2023-02-17,26.3,22.1,1.10,15.34
2023-02-18,26.8,21.0,0.50,16.37
2023-02-19,28.5,21.7,5.70,19.81
2023-02-20,28.0,21.7,25.20,18.97
2023-02-21,28.6,21.5,5.40,20.03
2023-02-22,28.2,21.6,2.30,20.33
2023-02-23,28.7,21.4,7.70,18.85
2023-02-24,29.5,21.9,5.60,23.67
2023-02-25,26.9,21.6,19.40,16.67
2023-02-26,28.7,21.5,4.00,22.00
2023-02-27,29.6,20.5,0.60,22.08
